crop_mgt,mon_1,day_1,mon_2,day_2,operation,op_data1,op_data2,op_data3,doy1,doy2,land_use,year
rye,9,20,10,10,plant,rye,NA,NA,263,283,agrl3462,2010
berm,3,10,3,20,plant,lmix,NA,NA,69,79,agrl3649,2005
berm,9,1,9,15,tillage,fallplow,NA,NA,244,258,agrl3649,2005
berm,9,16,10,1,kill_only,lmix,NA,NA,259,274,agrl3649,2005
rye,8,15,9,5,tillage,landlevl,NA,NA,227,248,agrl3649,2005
rye,9,5,9,20,fertilizer,elem_n ,broadcast,30,248,263,agrl3649,2005
rye,9,20,10,10,plant,rye,NA,NA,263,283,agrl3649,2005
berm,3,10,3,20,plant,lmix,NA,NA,69,79,agrl3649,2010
berm,9,1,9,15,tillage,fallplow,NA,NA,244,258,agrl3649,2010
berm,9,16,10,1,kill_only,lmix,NA,NA,259,274,agrl3649,2010
rye,8,15,9,5,tillage,landlevl,NA,NA,227,248,agrl3649,2010
rye,9,5,9,20,fertilizer,elem_n ,broadcast,30,248,263,agrl3649,2010
rye,9,20,10,10,plant,rye,NA,NA,263,283,agrl3649,2010
buck,5,15,5,25,fertilizer,elem_n,broadcast,40,135,145,agrl3713,2004
buck,5,15,5,25,fertilizer,elem_p,broadcast,13,135,145,agrl3713,2004
buck,5,15,5,25,plant,buck,NA,NA,135,145,agrl3713,2004
buck,8,1,9,30,harvest_only,buck,grain,NA,213,273,agrl3713,2004
buck,8,1,9,30,kill_only,buck,NA,NA,213,273,agrl3713,2004
rye,8,15,9,5,tillage,landlevl,NA,NA,227,248,agrl3713,2004
rye,9,5,9,20,fertilizer,elem_n ,broadcast,30,248,263,agrl3713,2004
rye,9,20,10,10,plant,rye,NA,NA,263,283,agrl3713,2004
buck,5,15,5,25,tillage,landlevl,NA,NA,135,145,agrl3713,2009
buck,5,15,5,25,fertilizer,elem_n,broadcast,40,135,145,agrl3713,2009
buck,5,15,5,25,fertilizer,elem_p,broadcast,13,135,145,agrl3713,2009
buck,5,15,5,25,plant,buck,NA,NA,135,145,agrl3713,2009
buck,8,1,9,30,harvest_only,buck,grain,NA,213,273,agrl3713,2009
buck,8,1,9,30,kill_only,buck,NA,NA,213,273,agrl3713,2009
rye,8,15,9,5,tillage,landlevl,NA,NA,227,248,agrl3713,2009
rye,9,5,9,20,fertilizer,elem_n ,broadcast,30,248,263,agrl3713,2009
rye,9,20,10,10,plant,rye,NA,NA,263,283,agrl3713,2009
buck,5,15,5,25,fertilizer,elem_n,broadcast,40,135,145,agrl3714,2004
buck,5,15,5,25,fertilizer,elem_p,broadcast,13,135,145,agrl3714,2004
buck,5,15,5,25,plant,buck,NA,NA,135,145,agrl3714,2004
buck,8,1,9,30,harvest_only,buck,grain,NA,213,273,agrl3714,2004
buck,8,1,9,30,kill_only,buck,NA,NA,213,273,agrl3714,2004
rye,8,15,9,5,tillage,landlevl,NA,NA,227,248,agrl3714,2004
rye,9,5,9,20,fertilizer,elem_n ,broadcast,30,248,263,agrl3714,2004
rye,9,20,10,10,plant,rye,NA,NA,263,283,agrl3714,2004
buck,5,15,5,25,tillage,landlevl,NA,NA,135,145,agrl3714,2009
buck,5,15,5,25,fertilizer,elem_n,broadcast,40,135,145,agrl3714,2009
buck,5,15,5,25,fertilizer,elem_p,broadcast,13,135,145,agrl3714,2009
buck,5,15,5,25,plant,buck,NA,NA,135,145,agrl3714,2009
buck,8,1,9,30,harvest_only,buck,grain,NA,213,273,agrl3714,2009
buck,8,1,9,30,kill_only,buck,NA,NA,213,273,agrl3714,2009
rye,8,15,9,5,tillage,landlevl,NA,NA,227,248,agrl3714,2009
rye,9,5,9,20,fertilizer,elem_n ,broadcast,30,248,263,agrl3714,2009
rye,9,20,10,10,plant,rye,NA,NA,263,283,agrl3714,2009
buck,5,15,5,25,tillage,landlevl,NA,NA,135,145,agrl4187,2008
buck,5,15,5,25,fertilizer,elem_n,broadcast,40,135,145,agrl4187,2008
buck,5,15,5,25,fertilizer,elem_p,broadcast,13,135,145,agrl4187,2008
buck,5,15,5,25,plant,buck,NA,NA,135,145,agrl4187,2008
buck,8,1,9,30,harvest_only,buck,grain,NA,213,273,agrl4187,2008
buck,8,1,9,30,kill_only,buck,NA,NA,213,273,agrl4187,2008
pota,9,1,9,15,tillage,fallplow,NA,NA,244,258,agrl4187,2008
pota,10,1,10,15,fertilizer,swine_fr,broadcast,25000,274,288,agrl4187,2008
buck,5,15,5,25,fertilizer,elem_n,broadcast,40,135,145,agrl4313,2004
buck,5,15,5,25,fertilizer,elem_p,broadcast,13,135,145,agrl4313,2004
buck,5,15,5,25,plant,buck,NA,NA,135,145,agrl4313,2004
buck,8,1,9,30,harvest_only,buck,grain,NA,213,273,agrl4313,2004
buck,8,1,9,30,kill_only,buck,NA,NA,213,273,agrl4313,2004
rye,8,15,9,5,tillage,landlevl,NA,NA,227,248,agrl4313,2004
rye,9,5,9,20,fertilizer,elem_n ,broadcast,30,248,263,agrl4313,2004
rye,9,20,10,10,plant,rye,NA,NA,263,283,agrl4313,2004
buck,5,15,5,25,tillage,landlevl,NA,NA,135,145,agrl4313,2009
buck,5,15,5,25,fertilizer,elem_n,broadcast,40,135,145,agrl4313,2009
buck,5,15,5,25,fertilizer,elem_p,broadcast,13,135,145,agrl4313,2009
buck,5,15,5,25,plant,buck,NA,NA,135,145,agrl4313,2009
buck,8,1,9,30,harvest_only,buck,grain,NA,213,273,agrl4313,2009
buck,8,1,9,30,kill_only,buck,NA,NA,213,273,agrl4313,2009
rye,8,15,9,5,tillage,landlevl,NA,NA,227,248,agrl4313,2009
rye,9,5,9,20,fertilizer,elem_n ,broadcast,30,248,263,agrl4313,2009
rye,9,20,10,10,plant,rye,NA,NA,263,283,agrl4313,2009
